city,location_name,date,no2,o3,pm10,pm25,year
Hull,Hull Freetown - UKA00450,10/7/2025,13.29734375,45.76107667,8.869565217,3.695652174,2025
Hull,Hull Freetown - UKA00450,10/8/2025,16.59151042,53.56991167,17.69565217,9.565217391,2025
Hull,Hull Freetown - UKA00450,10/9/2025,11.64479167,55.68614833,11.82608696,4.47826087,2025
Hull,Hull Freetown - UKA00450,10/10/2025,24.00838542,31.28942708,10.17391304,5.173913043,2025
Hull,Hull Freetown - UKA00450,10/11/2025,16.43011364,42.96197818,NA,NA,2025
Hull,Hull Freetown - UKA00450,10/13/2025,11.35244792,35.59691833,12.43478261,8.652173913,2025
Hull,Hull Freetown - UKA00450,10/14/2025,6.93578125,42.729965,8.434782609,5.608695652,2025
Hull,Hull Freetown - UKA00450,10/15/2025,8.570572917,58.96322875,7.565217391,4.304347826,2025
Hull,Hull Freetown - UKA00450,10/16/2025,11.86956522,53.52173913,8.347826087,3.826086957,2025
Hull,Hull Freetown - UKA00450,10/17/2025,13.91304348,40.26086957,17.47826087,12.65217391,2025
Hull,Hull Freetown - UKA00450,10/18/2025,13.78572917,45.287725,20.2173913,14.73913043,2025
Hull,Hull Freetown - UKA00450,10/19/2025,11.68828125,47.66165,17.39130435,10.73913043,2025
Hull,Hull Freetown - UKA00450,10/20/2025,19.78755435,36.92045565,14.64705882,8.705882353,2025
Hull,Hull Freetown - UKA00450,10/21/2025,20.8496875,26.732115,12,7.652173913,2025
Hull,Hull Freetown - UKA00450,10/22/2025,24.39729167,41.62034167,10.60869565,4.391304348,2025
Hull,Hull Freetown - UKA00450,10/23/2025,6.700989583,52.90082625,10.13636364,4.5,2025
Hull,Hull Freetown - UKA00450,10/24/2025,13.52173913,46.17391304,7.608695652,3.52173913,2025
Hull,Hull Freetown - UKA00450,10/25/2025,2.574895833,56.71270708,5.347826087,2.47826087,2025
Hull,Hull Freetown - UKA00450,10/26/2025,7.280170455,53.27242227,4,2,2025
Hull,Hull Freetown - UKA00450,10/27/2025,11.91835227,54.22861182,NA,NA,2025
Hull,Hull Freetown - UKA00450,10/28/2025,18.32414063,46.88647688,NA,NA,2025
Hull,Hull Freetown - UKA00450,10/29/2025,31.23195652,33.31083609,NA,NA,2025
Hull,Hull Freetown - UKA00450,10/30/2025,25.01897727,29.30957591,NA,NA,2025
Hull,Hull Freetown - UKA00450,10/31/2025,8.4628125,56.75271875,NA,NA,2025
Hull,Hull Freetown - UKA00450,11/1/2025,60.20125,3.104422222,NA,NA,2025
Hull,Hull Freetown - UKA00450,11/2/2025,11.53384615,47.19062923,NA,NA,2025
Hull,Hull Freetown - UKA00450,11/3/2025,12.15803571,68.10088667,NA,NA,2025
Hull,Hull Freetown - UKA00450,11/4/2025,NA,NA,30.86363636,17.68181818,2025
Hull,Hull Freetown - UKA00450,11/5/2025,NA,NA,17.43478261,9.217391304,2025
Hull,Hull Freetown - UKA00450,11/6/2025,10.88141304,75.65486826,10.86363636,6.318181818,2025
Hull,Hull Freetown - UKA00450,11/7/2025,19.1928125,61.53745625,13.7826087,5.608695652,2025
Hull,Hull Freetown - UKA00450,11/8/2025,23.02020833,50.20501875,24.52173913,13.39130435,2025
Hull,Hull Freetown - UKA00450,11/9/2025,15.95239583,35.70412292,10.08695652,4,2025
Hull,Hull Freetown - UKA00450,11/10/2025,24.7540625,30.2714525,13.73913043,7.826086957,2025
Hull,Hull Freetown - UKA00450,11/11/2025,15.35464286,43.43023333,NA,NA,2025
Hull,Hull Freetown - UKA00450,11/13/2025,18.9125,44.28236556,NA,NA,2025
Hull,Hull Freetown - UKA00450,11/14/2025,2.6775,72.84305,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/20/2023,12.59090909,47.36363636,11.29545455,6.386363636,2023
Sheffield,Sheffield Devonshire Green - UKA00575,10/20/2023,14.66666667,49.4,8.355555556,4.688888889,2023
Sheffield,Sheffield Devonshire Green - UKA00575,11/20/2023,21.88888889,42.35555556,7.755555556,4.888888889,2023
Sheffield,Sheffield Devonshire Green - UKA00575,9/21/2024,22.36111111,40.31944444,20.01785714,13.30357143,2024
Sheffield,Sheffield Devonshire Green - UKA00575,10/21/2024,25.5,32.3625,25.79245283,19.73584906,2024
Sheffield,Sheffield Devonshire Green - UKA00575,11/21/2024,19.60526316,40.31578947,19.83050847,15.91525424,2024
Sheffield,Sheffield Devonshire Green - UKA00575,9/1/2025,32.39775,33.348147,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/2/2025,15.586875,24.34754,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/3/2025,31.30921875,39.68948375,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/4/2025,NA,NA,19.22727273,11.63636364,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/5/2025,NA,NA,13.91304348,7.782608696,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/6/2025,7.365833333,63.52010571,18.78947368,13.42105263,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/7/2025,4.600625,NA,9.956521739,4.217391304,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/8/2025,NA,57.54550292,8.217391304,4.347826087,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/9/2025,15.39130435,40.17391304,7.869565217,3.869565217,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/10/2025,12.20921875,49.47433765,9.086956522,4.913043478,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/11/2025,19.92326087,19.43638261,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/13/2025,9.623385417,45.46351333,6,3,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/14/2025,12.10447917,35.83914042,7.217391304,3.695652174,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/15/2025,3.260869565,59.73913043,6.913043478,3.739130435,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/16/2025,6.782608696,55.65217391,13.3,10.7,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/17/2025,8.792083333,41.72691917,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/18/2025,8.035729167,45.79066542,3.944444444,1.888888889,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/19/2025,9.243043478,43.79641043,5.681818182,3.090909091,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/20/2025,10.90909091,38.04545455,6.636363636,3.909090909,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/21/2025,4.5005,59.414114,4.391304348,2.565217391,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/22/2025,NA,NA,7.652173913,4.434782609,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/23/2025,NA,NA,7.434782609,4.086956522,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/24/2025,20.73295455,41.07968773,10.54545455,5.772727273,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/25/2025,20.285,31.74874583,12.13043478,6,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/26/2025,25.7826087,29.56521739,13.82608696,6.434782609,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/27/2025,21.36583333,24.84075292,17.69565217,10.52173913,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/28/2025,12.05916667,45.82966042,14.39130435,11.04347826,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/29/2025,20.50088542,31.97236625,7.52173913,4.695652174,2025
Sheffield,Sheffield Devonshire Green - UKA00575,9/30/2025,21.33875,28.21575292,8.956521739,5.217391304,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/1/2025,56.14056818,17.97944273,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/2/2025,13.19625,44.50411,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/3/2025,23.46796875,53.26024375,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/4/2025,NA,NA,21.34782609,15.34782609,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/5/2025,NA,NA,15.7826087,7.173913043,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/6/2025,6.009632353,72.74057235,16.86666667,12.4,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/7/2025,9.884322917,49.732844,4.608695652,2.217391304,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/8/2025,8.045454545,51.37132708,14.86956522,9.956521739,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/9/2025,15.67005208,42.01277875,7.869565217,4,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/10/2025,20.28276042,37.23014417,7.043478261,4,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/11/2025,19.87261364,31.44134636,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/13/2025,26.68255208,16.32430125,19.08695652,15.08695652,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/14/2025,17.83489583,27.57268875,13.86956522,11.08695652,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/15/2025,16.924375,48.15833542,14.34782609,10.7826087,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/16/2025,29.08695652,37.82608696,12.26086957,7.434782609,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/17/2025,30.04347826,22.39130435,19.65217391,13.65217391,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/18/2025,28.73265625,20.99820833,29.08695652,22.26086957,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/19/2025,18.7884375,30.80569958,17.26086957,12.60869565,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/20/2025,21.4836413,33.53988478,9.235294118,6.235294118,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/21/2025,13.93848958,35.3145525,8.608695652,5.956521739,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/22/2025,22.59880208,43.75365708,7.043478261,3.652173913,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/23/2025,15.85598958,37.58994667,9.318181818,6,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/24/2025,11.39130435,47.86956522,6.130434783,3.043478261,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/25/2025,10.52661458,49.18811917,4.608695652,2.52173913,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/26/2025,8.480340909,54.23340045,5,3,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/27/2025,9.249545455,56.11545545,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/28/2025,11.16421875,52.84863063,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/29/2025,16.04761364,42.68897333,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/30/2025,19.24670455,35.10617727,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,10/31/2025,17.17664063,47.18583188,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/1/2025,60.9875,4.19097,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/2/2025,20.31663462,33.78873615,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/3/2025,14.50022727,61.63991591,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/4/2025,NA,NA,24.77272727,13.18181818,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/5/2025,NA,NA,16.34782609,7.913043478,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/6/2025,14.95032609,64.59347522,16,10.18181818,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/7/2025,13.31578125,67.89811706,10.39130435,4.913043478,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/8/2025,14.42619792,47.01340583,16.17391304,11.34782609,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/9/2025,7.620208333,41.879105,6.217391304,3.043478261,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/10/2025,27.23630208,22.76367458,9.043478261,5.956521739,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/11/2025,15.14517857,40.45569,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/13/2025,15.905625,43.67256833,NA,NA,2025
Sheffield,Sheffield Devonshire Green - UKA00575,11/14/2025,12.43125,46.10067,NA,NA,2025
